songinfo,lyrics,year
MELLOWS - SMOKE FROM YOUR CIGARETTE LYRICS,"Smoke from your cigarette clouds my eyes Things that you speak of make me realize That youve found someone else to take my place In your heart, in your heart  There was a time you would say I was the only one who could bring Happiness to you or anyone But now those days are gone  Gone are the days when we would say We were meant for each other Gone are the days, those wonderful days When on you kisses I would smother  Smoke from your cigarette clouds my eyes Please dont say it, darling, wont you realize And tell me youll forgive me Before those days are gone, gone",1954
JOHNNY CASH - CRY CRY CRY LYRICS,"Everybody knows where you go when the sun goes down I think you only live to see the lights of town I wasted my time when I would try, try, try When the lights have lost their glow youre gonna cry, cry, cry  Soon your sugar-daddies will all be gone You wake up some cold day and find youre alone Youll call for me but Im gonna tell you bye, bye, bye When I turn around and walk away youll cry, cry, cry  Youre gonna cry, cry, cry and youll cry alone When everyones forgotten and youre left on your own Youre gonna cry, cry, cry  I lie awake at night to wait till you come in You stay a little while and then youre gone again Every question that I ask I get a lie, lie, lie For every lie you tell youre gonna cry, cry, cry  When your fickle love gets old, no one will care for you And youll come back for me for a little love thats true Ill tell you no and youre gonna ask me why, why, why When I remind you of all of this and youll cry, cry, cry  Youre gonna cry, cry, cry and youll want me then Itll hurt when you think of all the fool youve been Youre gonna cry, cry, cry",1955
RUTH BROWN - DADDY DADDY LYRICS,"Daddy, Daddy, Daddy love me strong I dont mind if its all night, Daddy  Daddy, Daddy, Daddy right or wrong Im gonna need you for a long time, Daddy  Gotta love me, Daddy. From now on. Thats whacha got to do.  When you thrill me like you thrill me with a toss that always fills me with love. Sho fine  In the morning when the clock strikes four. Youre the lover that Im going to depend on to love me Daddy, never let me go. Thats all I ask of you.  Ill try to show you how I need your two arms to hold me, when Im lonely.  So, tell me Daddy are you going to thrill your baby like I want you to.  Love me Daddy for a long, long time  When you hug me and you kiss me give me love that Ill be missing Ill feel so good.  Daddy, Daddy, Daddy hold me tight Want to feel your tender arms all around me.  Daddy, Daddy while the moon is bright. Sweet, gently, tight.  (Bridge)  Hold me in the morning Hold me every night  Thrill me Daddy, thrill me Till I scream with all my might  Oooooooooh, long, long time  When you thrill me like you thrill me with a touch that always fills me with love so fine  Daddy, Daddy youre a real consternation Daddy, Daddy youre a real sensation Daddy, Daddy were a great combination  Daddy, Daddy, Daddy-doo (repeat 5x)",1952
DINAH WASHINGTON - TROUBLE IN MIND LYRICS,"Trouble in mind, Im blue But I wont be blue always, Cause the suns gonna shine In my backdoor some day.  Im all alone at midnight And my lamp is burnin low Aint never had so much Trouble in my life before.  Trouble in mind, thats true I have almost lost my mind, Life aint worth livin, Sometimes I feel like dyin.  Goin down to the river Gonna take my ol rockin chair And if the blues dont leave me Ill rock away from there.  You been a hard-hearted mama Great God! You been unkind Gonna be a cold, cold papa Cause you to lose your mind.  Im gonna lay my head down On some lonesome railroad line And let the two nineteen Pacify my mind.  Well its trouble, oh trouble Trouble on my worried mind, When you see me laughin Im laughin just to keep from cryin.",1952
THE SWALLOWS - I ONLY HAVE EYES FOR YOU LYRICS,"Are the stars out tonight? I dont know if its cloudy or bright Cause I only have eyes for you, dear The moon may be high But I cant see a thing in the sky Cause I only have eyes for you.  I dont know if were in a garden Or on a crowded avenue.  You are here, so am I Maybe millions of people go by But they all disappear from view And I only have eyes for you.   You are here, so am I Maybe millions of people go by But they all disappear from view And I only have eyes for you.",1952
THE BROWNS - THE THREE BELLS LYRICS,"Theres a village hidden deep in the valley Among the pine trees half forlorn And there on a sunny morning Little Jimmy Brown was born All the chapel bells were ringing In the little valley town And the songs that they were singing Were for baby Jimmy Brown Then the little congregation Prayed for guidance from above Lead us not into temptation, Bless this hour of meditation Guide him with eternal love Theres a village hidden deep in the valley Beneath the mountains high above And there, twenty years thereafter Jimmy was to meet his love All the chapel bells were ringing, Was a great day in his life Cause the songs that they were singing Were for Jimmy and his wife Then the little congregation Prayed for guidance from above Lead us not into temptation, Bless oh Lord this celebration May their lives be filled with love From the village hidden deep in the valley One rainy morning dark and gray A soul winged its way to heaven Jimmy Brown had passed away Just a lonely bell was ringing In the little valley town Twas farewell that it was singing To our good old Jimmy Brown And the little congregation Prayed for guidance from above Lead us not into temptation, May his soul find the salvation Of thy great eternal love",1959
FRANKIE LYMON & THE TEENAGERS - WHY DO FOOLS FALL IN LOVE LYRICS,"Oh wah, oh wah, oh wah Oh wah, oh wah, oh wah  Why do fools fall in love? Why do birds sing so gay And lovers await the break of day? Why do they fall in love?  Why does the rain fall from above? Why do fools fall in love? Why do they fall in love?  Love is a losing game Love can ashame I know of a fool you see, for that fool is me Tell me why, why, why, tell me why  Why do birds sing so gay? And lovers await the break of day? Why do they fall in love?  Why does my heart skip a crazy beat? Before I know it will reach defeat Tell me why, why, why Why do fools fall in love?",1956
GALE STORM - WHY DO FOOLS FALL IN LOVE LYRICS,"Why do fools fall in love?  Why do birds sing so gay And lovers await the break of day Why do they fall in love  Why does the rain fall from up above Why do fools fall in love Why do they fall in love  Love is a losing game Love can be a shame I know of a fool you see That fool is me  Why do fools fall in love?  Why do birds sing so gay And lovers await the break of day Why do they fall in love  Why does the rain fall from up above Why do fools fall in love Why do they fall in love  Why does my heart skip this crazy beat Because it knows It will reach defeat Tell me why, tell me why Why do fools fall in love?",1956
COUNT BASIE & JOE WILLIAMS - EVERY DAY I HAVE THE BLUES LYRICS,"Everyday, everyday I have the blues Everyday, everyday I have the blues Well, you see me worried, baby Because it’s you I hate to lose Nobody loves me, nobody seems to care Nobody loves me, nobody seems to care Speakin of bad luck and trouble Well, you know, Ive had my share I’m gonna pack my suitcase Move on down the line Oh, I’m gonna pack my suitcase Move on down the line Well, there aint nobody worried And there aint nobody cryin Seems to me everyday, everyday Everyday I have the blues Everyday, everyday, everyday Everyday I have the blues You see me worryin, baby Cause its you I hate to lose Nobody loves me, nobody seems to care Nobody loves me, nobody seems to care Speakin of bad luck and trouble Well, you know I Ive had my share Oh, packin my suitcase Oh, movin down my, yeah Well, there aint nobody worried And there aint nobody cryin Seems to me everyday I have blues, I have blues Everyday, everyday I have the blues, I have blues everyday You see me worryin, baby Cause its you I hate to lose Everyday, everyday, everyday Everyday I have the blues Everyday, blues",1955
JOE TURNER - STILL IN THE DARK LYRICS,"Well, I got a gal, she lives up on the hill Well, I got a gal, she lives up on the hill Well, this womans tryin to quit me, Lord, but I love her still Shes got eyes like diamonds, they shine like Klondike gold Shes got eyes like diamonds, they shine like Klondike gold Every time she loves me, she sends my mellow soul Well, youre so beautiful, youve got to die someday Well, youre so beautiful, youve got to die someday All I wants a little loving, just before you pass away Pretty baby, Im goin away and leave you by yourself Pretty baby, Im goin away and leave you by yourself Youve mistreated me, now you can mistreat somebody else",1950
CHUCK WILLIS - C.C. RIDER LYRICS,"C. C. Rider Elvis Presley  Well now see., C. C. Rider, well now see, see what you have done. Well now see., C. C. Rider, well now see, see what you have done. Well you made me love you woman, Now your man has come.  So Im goin away now baby And I wont be back till fall, Im goin away now baby And I wont be back till fall, Just might find me a good girl Might not be comin back at all.  Well now see, C. C. Rider, See now the moon is shining bright, Well now see, C. C. Rider, See now the moon is shining bright, Just might find me that good girl And everything would be alright.",1957
LITTLE WALTER - JUKE LYRICS,"When i find myself in times of trouble Mother mary comes to me Speaking words of wisdom, let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom, let it be Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be And when the broken hearted people Living in the world agree There will be an answer, let it be For though they may be parted There is still a chance that they will see There will be an answer, let it be Let it be, let it be Let it be, let it be There will be an answer, let it be Let it be, let it be Let it be, let it be There will be an answer, let it be And when the night is cloudy There is still a light that shines on me Shine on until tomorrow, let it be When i wake up to the sound of music Mother mary comes to me Speaking words of wisdom, let it be, let it be Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be Let it be, oh let it be Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be When i find myself in times of trouble Mother mary comes to me Speaking words of wisdom, let it be Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be...(x8)",1952
HANK SNOW - GOLDEN ROCKET LYRICS,"Hank Snow Miscellaneous Golden Rocket Board...  From old Montana down to Alabam Ive been before and Ill travel again You triflin women cant keep a good man down You dealt the cards, but you missed the play So hit the road and be on your way Gonna board the Golden Rocket and leave this town  I was a good engine a-runnin on time But baby Im switchin to another line So honey never hang your signal out for me Im tired of runnin on the same old track Bought a one-way ticket and I wont be back This Golden Rockets gonna roll my blues away  Hear that lonesome whistle blow Thats your cue and by now you know That I got another true lover waitin in Tennessee This Midnight Specials a-burnin the rail So woman dont try to follow my trail This Golden Rockets gonna roll my blues away  Hear her thunder on through the night This Golden Rocket is a-doin me right And that sunny old Southland sure is a part of me Now from your call-board erase my name Your fire went out, you done lost your flame And this Golden Rocket is a-rollin my blues away  That old conductor, he seemed to know Youd done me wrong, I was feelin low For he yelled aloud, were over that Dixon Line The brakeman started singing a song Said youre worried now, but it wont be long This Golden Rocket is leavin your blues behind  Then the porter yelled with his southern drawl Lets rise and shine good mornin you all And I sprang to my feet to greet the newborn day When I kissed my baby in the station door That whistle blew like it never before On the Golden Rocket that rolled my blues away",1950
EDDIE BOYD - TWENTY-FOUR HOURS LYRICS,"Oh I mistreated my baby last night, woman from holding you here in my arms Oh I mistreated my baby last night, woman from holding you here in my arms Now you know she been gone 24 hours and thats 23 hours too long You know if I had a million dollars I would give every dime to bring her back home Oh, how my poor heart bleeds peoples, its so sad to be alone Now you know she been gone just about 24 hours and thats 23 hours too long Oh, my babys so pretty, this little girl she looks just like a charm I love this woman, this woman, she looks just like a charm Now you know she been gone 24 hours and thats 23 hours too long",1953
BOYD BENNETT - SEVENTEEN LYRICS,"Seventeen, seventeen Cool and solid seventeen Young enough to dance and sing Old enough to get that swing  Passed sixteen, just been kissed Graduated and got that twist The kind of love I cant resist At seventeen  Now, sloppy shirt, old blue jeans Dirty shoes, by all means Patch of blonde, peroxide hair Jukebox, baby, aint no square  Seventeen, hot rod queen Cutest girl youve ever seen Tell the world Im really keen On my hepcat doll of seventeen  Now, sloppy shirt, old blue jeans Dirty shoes, by all means Patch of blonde, peroxide hair Jukebox, baby, aint no square  Seventeen, hot rod queen Cutest girl youve ever seen Tell the world Im really keen On my hepcat doll of seventeen",1955
JOHNNY RAY - THE LITTLE WHITE CLOUD THAT CRIED LYRICS,"Johnny Ray Miscellaneous The Little White Cloud That Cried The Little White Cloud That Cried  - Artist: Johnnie Ray with The Four Lads as sung on Johnnie Ray-16 Most Requested Songs-Columbia Legacy CT 46095 - peak Billboard position # 2 in 1951 (with backing by The Four Lads)-was the B-side of the #1-for-11-weeks Cry - also charted at # 99 by Wayne Newton in the midst of Beatlemania in May, 1964 - Words and Music by Johnnie Ray  I went walkin down by the river Feeling very sad inside When all at once I saw in the sky The little white cloud that cried  He told me he was very lonesome And no one cared if he lived or died And said sometimes the thunder and lightning Make all little clouds hide  He said Have faith in all kinds of weather For the sun will always shine Do your best and always remember The dark clouds pass with time  He asked if Id tell all my world Just how hard those little clouds try Thats how I know Ill always remember The little white cloud that sat right down and cried (The little white cloud that cried)  Transcribed by Robin Hood  These lyrics were transcribed from the specific recording mentioned above and do not necessarily correspond with lyrics from other recordings, sheet music, songbooks or lyrics printed on album jackets.",1951
ELMORE JAMES - EARLY IN THE MORNING LYRICS,"Well its early in the morning, and my baby cant be found Well its early in the morning, and my baby cant be found Im gonna pack up and leave her, if she dont stop runnin around  Well I got to leave my baby, cause she gives me such a thrill Well I got to leave my baby, cause she gives me such a thrill Well she takes me back in the mornin, and I hope she will  She can get so sentimental, when the lights are way down low She can get so sentimental, when the lights are way down low The way that gal can thrill me, make any man come back for more",1953
THE SWALLOWS - IT AIN'T THE MEAT LYRICS,"It aint the meat, its the motion Makes your daddy wanna rock It aint the meat, its the motion Its the movement that gives it the sock Now I had a girl so doggone thin No meat, no bones, she was just all skin One thing about her I can understand She wraps all around me like a rubber band It aint the meat, its the motion Makes your daddy wanna rock It aint the meat, its the motion Its the movement that gives it the sock It aint the meat, its the motion Makes your daddy wanna rock It aint the meat, its the motion Its the movement that gives it the sock You find some girls who are big and fat Some fellows dont like to see them like that But I like to see em big and tall The bigger they come, the harder they fall It aint the meat, its the motion Makes your daddy wanna rock It aint the meat, its the motion Its the movement that gives it the sock It aint the meat, its the motion It aint the meat, its the movement It aint the meat, its the action That makes your daddy wanna rock all night I got a little girl who lives down the street It aint much of her but shes mighty sweet When she starts rockin, she dont wanna stop It makes a man wanna blow his top It aint the meat, its the motion Makes your daddy wanna rock It aint the meat, its the motion Its the movement that gives it the sock",1951
RUSTY DRAPER - ARE YOU SATISFIED LYRICS,"Rusty Draper Miscellaneous Are You Satisfied Are you satisfied, really satisfied With the new love that came your way? Are you sa-a-a-a-a-a-a-atisfied?  Are you satisfied, really satisfied With the love that he gave you today? Are you sa-a-a-a-a-a-a-atisfied?  Do you thrill to his kiss As you once did to mine? Is there a chance that you regret it And want me back sometime?  Are you satisfied, really satisifed? If you are, well, Ill be on my way. Are you sa-a-a-a-a-a-a-atisfied?  Do you thrill to his kiss As you once did to mine? Is there a chance that you regret it And want me back sometime?  Are you satisfied, really satisifed? If you are, well, Ill be on my way. Are you sa-a-a-a-a-a-a-atisfied?  Satisfied",1956
KING PLEASURE - MOODY MOOD FOR LOVE LYRICS,"(He:) There I Go, There I Go, There I Go There I Go.. Pretty Baby, You Are The Soul Who Snaps My Control Such A Funny Thing But Every Time Youre Near Me I Never Can Behave You Give Me A Smile And Then Im Wrapped Up In Your Magic Theres Music All Around Me, Crazy Music Music That Keeps Calling Me So Very Close To You Turns Me Your Slave Come And Do With Me Any Little Thing You Want To Anything Baby, Just Let Me Get Next To You Am I Insane Or Do I Really See Heaven In Your Eyes? Bright As Stars That Shine Up Above You In The Clear Blue Skies How I Worry About You Just Cant Live My Life Without You Baby Come Here, Dont Have No Fear Oh, Is There A Wonder Why Im Really Feeling In The Mood For Love? So Tell Me Why Stop To Think About This Weather, My Dear? This Little Dream Might Fade Away There I Go Talking Out Of My Head Again, Oh Baby Wont You Come And Put Our Two Hearts Together? That Would Make Me Strong And Brave Oh When We Are One, Im Not Afraid, Im Not Afraid If Theres A Cloud Up Above Us Go On And Let It Rain Im Sure Our Love Together Will Endure A Hurricane Oh My Baby Wont You Please Let Me Love You And Give A Relief From This Awful Misery?  (She:) What Is All This Talk About Loving Me, My Sweet? I Am Not Afraid, Not Anymore, Not Like Before Cant You Understand Me? Now Baby, Please Pull Yourself Together, Do It Soon My Souls On Fire, Come On And Take Me Ill Be What You Make Me, My Darling, My Sweet  (He:) Oh Baby, You Make Me Feel So Good Let Me Take You By The Hand Come Let Us Visit Out There In That New Promised Land Maybe There We Can Find A Good Place To Use A Loving State Of Mind Im So Tired Of Being Without And Never Knowing What Loves About... James Moody, You Can Come On In Man And You Can Blow Now If You Want To  (Both:) Were Through.",1952
WEBB PIERCE - IN THE JAILHOUSE NOW LYRICS,"Hes in the jailhouse now Hes in the jailhouse now I told him once or twice To quit playin cards and shootin dice Hes in the jailhouse now  Well I had a friend named Rambling Bob Who used to steal, gamble and rob He thought he was the smartest guy in town But I found out last Monday, that Bob got locked up Sunday They got him in the jailhouse way downtown  Hes in the jailhouse now Hes in the jailhouse now I told him once or twice To quit playin cards and shootin dice Hes in the jailhouse now  Well I went out last Tuesday I met a girl named Susie I told her I was the swellest man around Well she started and to spend my money She started and to callin me honey We took in every honky tonk in town  Were in the jailhouse now Were in the jailhouse now They told us once or twice To quit playin cards and shootin dice Were in the jailhouse now",1954
DINAH WASHINGTON - IT ISN'T FAIR LYRICS,"It isnt fair for you to taunt me How can you make me care this way It isnt fair for you to want me If its just for a day  It isnt fair for you to thrill me Why do you do the things you do It isnt fair for you to fill me With those dreams that cant come true, Dear  Why is it you came into my life And made it complete You gave me just a taste of high life If this is love then I repeat  It isnt fair for you to taunt me How can you make me care this way It isnt fair for you to want me If its just for today  My Darling, it isnt fair",1950
GENE VINCENT - BE-BOP-A-LULA LYRICS,"Well, be-bop-a-lula, shes my baby Be-bop-a-lula, I dont mean maybe Be-bop-a-lula, shes my baby Be-bop-a-lula, I dont mean maybe  Be-bop-a-lula Shes my baby doll, my baby doll, my baby doll  Well shes the girl in the red blue jeans Shes the queen of all the teens Shes the one woman that I know Shes the woman that loves me so  Be-bop-a-lula, shes my baby Be-bop-a-lula, I dont mean maybe Be-bop-a-lula Shes my baby doll, my baby doll, my baby doll  Lets rock!  Well now shes the one thats got that beat Shes the one with the flyin feet Shes the one that bops around the store Shes the one that gives more more more more  Be-bop-a-lula, shes my baby Be-bop-a-lula, I dont mean maybe Be-bop-a-lula Shes my baby doll, my baby doll, my baby doll  Lets rock again now!  Well, be-bop-a-lula, shes my baby Be-bop-a-lula, I dont mean maybe Be-bop-a-lula, shes my baby Be-bop-a-lula, I dont mean maybe  Be-bop-a-lula Shes my baby doll, my baby doll, my baby doll",1956
TERRY GILKYSON - MARIANNE LYRICS,"Marianne, Oh, Marianne, Oh wont you marry me? We can have a bamboo hut and brandy in the tea Leave your fat old Nanna home She never will say yes If mamma dont know now She can guess, my, my, yes  All night, all day, Marianne Down by the seaside sifting sand Even little children love Marianne Down by the seaside sifting sand  When she walks along the shore People pause to greet While birds fly around her Little fish come to her feet In her heart is love, but Im the only mortal man Whos allowed to kiss my Marianne Dont rush me  All night, all day, Marianne Down by the seaside sifting sand Even little children love Marianne Down by the seaside sifting sand  When we marry, we will have A time you never saw I will be so happy I will kiss my mother-in-law Children by the dozen, in and out the bamboo hut One for every palm tree, and cok-y-nut, Hurry up now  All night, all day, Marianne Down by the seaside sifting sand Even little children love Marianne Down by the seaside sifting sand",1957
GUY MITCHELL - SINGING THE BLUES LYRICS,"Well, I never felt more like singing the blues Cause I never thought that Id ever lose Your love dear, whyd you do me this way  Well, I never felt more like cryin all night Cause everythins wrong and nothin aint right Without you, you got me singing the blues  The moon and stars no longer shine The dream is gone I thought was mine Theres nothin left for me to do but cry over you (Cry over you)  Well, I never felt more like runnin away But why should I go cause I couldnt stay Without you, you got me singing the blues  Well, I never felt more like singing the blues Cause I never thought that Id ever lose Your love dear, whyd you do me this way  Well, I never felt more like cryin all night Cause everythins wrong and nothin aint right Without you, you got me singing the blues  Oh, the moon and stars no longer shine The dream is gone I thought was mine Theres nothin left for me to do but cry over you (Cry over you)  Well, I never felt more like runnin away But why should I go cause I couldnt stay Without you, you got me singing the blues",1956
RUTH BROWN - MAMBO BABY LYRICS,"All my baby wants to do is the mambo All my baby wants to do is the mambo  Morning, noon and night time too Its the mambo  He goes mambo rhythms, effects all the time He goes mambo rhythms, effects all the time Cause that mambo rhythm feels so fine  Hes neglecting our romance For the mambo Hes neglecting our romance For the mambo He just loves that crazy dance Called the mambo  Mambo baby, mambo baby Oh, mambo baby I love you so But me or that mambo has got to go  The only thing hes thinking of Is the mambo When we should be making love Its the mambo But me or that mambo has got to go",1954
JOE TURNER - HONEY HUSH LYRICS,"Welcome in this house, stop all that yackety yack Welcome in this house woman, stop all that yackety yack Oh an youre not gonna get it, you dont get it if you dont come back  Welcome in this house, all that yackety yack Welcome in this house woman, stop all that yackety yack I got news for you, aint nothin but an alley cat  Welcome in this house, all that yackety yack Yes you keep on talkin, talkin about this and that Got news for you, aint nothin but a baseball bat  Welcome in this house, all that yackety yack Welcome in this house woman, stop all that clackety clack I got news for you aint nothin but an alley cat  Well you keep on talkin, talkin about this and that Yes she keep on talkin, talkin about this and that Dont make me nervous, Im holdin a baseball bat  One at the Hi-lo, hi-lo silver Hi-lo, hi-lo silver Hi-lo, hi-lo silver Hi-lo, hi-lo silver Hi-lo, hi-lo took away",1953
PAUL ANKA - PUT YOUR HEAD ON MY SHOULDER LYRICS,"Put your head on my shoulder  Hold me in your arms, baby  Squeeze me, oh, so tight  Show me that you love me too   Put your lips next to mine, dear  Wont you kiss me once, baby?  Just a kiss goodnight, may be  You and I will fall in love   People say that loves a game  A game you just cant win  If theres a way Ill find it someday  And then this fool with rush in   Put your head on my shoulder  Whisper in my ear, baby  Words I want to hear  Tell me, tell me that you love me too   Put your head on my shoulder  Whisper in my ear, baby  Words I want to hear, baby  Put your head on my shoulder",1959
BILL DOGGETT - HONKY TONK LYRICS,"Stuck it on a slab of ash, Sold one to Luther, threw in a pick, Sent him out with Johnny Cash. Now, could Leo Fender and the gang have known At the factory in Fullerton? That the honky twang of the Telecaster tone Would outlast em, every one.  [Chorus:]  Its got a plush-lined case, Its all up in your face, Its your thunderin lightning rod - It was born at the junction of form and function - Its the hammer of the honky-tonk gods, Its the hammer of the honky-tonk gods!  [Bridge: {Telecaster Break}]  You got Buck and Don, Merle and Roy, Muddy and the Iceman, too, Bryant, Bert, Roy, Danny, and Redd, Why, thats Redd with two Ds to you. Well, theres Waylon and Keith, Bout off th top of my head, Chrissie, Cropper and the Boss, Why, if Johnny B Goode had one, he would Up in the St. Louis Telecaster, hoss.  [Repeat Chorus: {Variations}]  Youve (Shes) got your (a) plush-lined case, An all (All) up in your face, Shes your (ya) thunderin lightning rod - (Well it was) Born at the junction of form and function - Its the (e) hammer of the honky-tonk gods, Its the hammer of the honky-tonk gods!  [Repeat Chorus:]  Stuck it on a slab of ash, Sold one to Luther, threw in a pick, ,""1956
FATS DOMINO - I'M IN LOVE AGAIN LYRICS,,"" Yes its me and Im in love again Had no lovin since you know when You know I love you, yes I do And Im saving all my lovin just for you  Need your lovin and I need it bad Just like a dog when hes goin mad Woo-ee baby, woo-oo-ee Baby wont you give your love to me  Eenie meenie and miney-mo Told me youdnt want me around no more Woo-ee baby, woo-oo-ee Baby dont you let your dog bite me  Yes its me and Im in love again Had no lovin since you know when You know I love, you yes I do And Im saving all my lovin just for you  Eenie, meenie, and miney-mo Told me youdnt want me around no more Woo-ee baby, woo-oo-ee Baby dont you let your dog bite me",1956
BLUE STARS - LULLABY OF BIRDLAND LYRICS,"Blue Stars Miscellaneous Lullaby Of Birdland LULLABY OF BIRDLAND Blue Stars  Lullaby of Birdland, thats what I, always hear, when you sigh Never in my wordland could there be ways to reveal In a phrase, how I feel  Heard you ever heard two turtle doves, bill and coo, when they love Thats the kind of magic music we make we our lips When we kiss  And theres a weepy old willow, he really knows how to cry Thats how Id cry on my pillow, if you should tell me farewell and goodbye  Lullaby of Birdland, whisper low, kiss me sweet, and well go Flyin high in Birdland, high in the sky up above All because were in love.  (Instru verse)  And theres a weepy old willow, he really knows how to cry Thats how Id cry on my pillow, if you should tell me farewell and goodbye  Lullaby of Birdland, whisper low, kiss me sweet, and well go Flyin high in Birdland, high in the sky up above All because were in love.",1956
PATTI PAGE - TENNESSEE WALTZ LYRICS,"I was dancin with my darlin to the Tennessee Waltz When an old friend I happened to see I introduced her to my loved one and while they were dancin My friend stole my sweetheart from me  I remember the night and the Tennessee Waltz Now I know just how much I have lost Yes, I lost my little darlin the night they were playing The beautiful Tennessee Waltz   INSTRUMENTAL  I was dancin with my darlin to the Tennessee Waltz When an old friend I happened to see I introduced her to my loved one and while they were dancin My friend stole my sweetheart from me I remember the night and the Tennessee Waltz Now I know just how much I have lost Yes, I lost my little darlin the night they were playing The beautiful Tennessee Waltz",1950
THE DREAM WEAVERS - IT'S ALMOST TOMORROW LYRICS,"My dearest, my darling Tomorrow is near The sun will bring showers Of sadness, I fear  Your lips wont be smiling Your eyes will not shine For I know tomorrow That your love wont be mine  Its almost tomorrow But what can I do? Your kisses all tell me that Your love is untrue  Ill love you forever Til stars cease to shine And hope someday, darling That youll always be mine  Your heart was so warm, dear It now has turned cold You no longer love me For your memories grow old  Its almost tomorrow For here comes the sun But still, I am hoping that Tomorrow wont come  Its almost tomorrow But what can I do? Your kisses all tell me that Your love is untrue  Ill love you forever Til stars cease to shine And hope someday, darling That youll always be mine",1956
ROY HAMILTON - YOU'LL NEVER WALK ALONE LYRICS,When you walk through a storm Keep your chin up high And dont be afraid of the dark At the end of a storm is a golden sky And the sweet silver song of a lark  Walk on through the wind Walk on through the rain Tho your dreams Be tossed and blown Walk on Walk on With hope in your heart And youll never walk alone Youll never walk alone  When you walk through a storm Hold your head up high And dont be afraid of the dark At the end of a storm is a golden sky And the sweet silver song of a lark  Walk on through the wind Walk on through the rain Tho your dreams Be tossed and blown Walk on Walk on With hope in your heart And youll never walk alone Youll never walk alone,1954
THE FLAMINGOS - I ONLY HAVE EYES FOR YOU LYRICS,"My love must be a kind of blind love I cant see anyone but you  Are the stars out tonight? I dont know if its cloudy or bright I only have eyes for you, dear  The moon may be high But I cant see a thing in the sky I only have eyes for you  I dont know if were in a garden Or on a crowded avenue  You are here and so am I Maybe millions of people go by But they all disappear from view And I only have eyes for you",1959
FRANK SINATRA - HEY JEALOUS LOVER LYRICS,"Lover, lover  Hey, jealous lover Youre actin so strange Hey, jealous lover What is makin you change?  Hey, jealous lover How wrong can you be? Im yours ever faithful Just be faithful to me  I am just as steady as that Clock on the shelf Maybe youre accusin me of What youre doin yourself  Hey, jealous lover Im tellin you true I know that youre jealous But theres no one but you  Hey, jealous lover Youre actin so strange Hey, jealous lover What is makin you change?  Hey, jealous lover How wrong can you be? Im yours ever faithful Just be faithful to me  Could have cheated lots of times But just couldnt do I was much too busy, baby Bein faithful to you  Hey, jealous lover Im tellin you true I know that youre jealous But theres no one but you  Theres no one for me Jealous lover but you",1956
FRANKIE LYMON & THE TEENAGERS - I WANT YOU TO BE MY GIRL LYRICS,"I love you, baby And I want you to be my girl Well, come on baby lets go downtown Run, jump, kid around I love you, baby And I want you to be my girl  Well, come on, baby, I love you so I will never, never let you go Come on, baby, will you treat me nice Please dont put my love on ice. I love you, baby And I want you to be my girl  Come and take me by the hand Tell me Im your lover man Well have fun, just we two You for me, me for you, oh-oh. I love you, baby And I want you to be my girl  [Instrumental Interlude]  Well, come on, baby, I love you so I will never, never let you go Come on, baby, will you treat me nice Please dont put my love on ice I love you, baby And I want you to be my girl  Come and take me by the hand Tell me Im your lover man You for me, me for you Well have fun, oh, oh, oh. I love you, baby And I want you to be my girl  Well, I love you, baby Love you, baby Love you baby I love you, baby And I want you to be my girl",1956
THE FOUR COINS - SHANGRI-LA LYRICS,Your kisses take me to shangri-la each kiss is magic that makes my little world a shangri-la a land of bluebirds and fountains and nothing to do but cling to an angel that looks like you and when you hold me how warm you are be mine my darling and spend your life with me in shangri-la for anywhere you are is shangri-la How warm you are you make my little world a shangri-la for anywhere you are is shangri-la,1957
PLAYMATES - BEEP BEEP LYRICS,(very slowly) Beep beep beep beep His horn went beep beep beep While riding in my Cadillac What to my surprise A little Nash Rambler was following me About one third my size The guy musta wanted to pass me up As he kept on tooting his horn Ill show him that a Cadillac is not a car to scorn Beep beep beep beep His horn went beep beep beep  (slowly) I pushed my foot down to the floor To give the guy the shake But the little Nash Rambler stayed right behind He still had on his brake He musta thought his car had more guts As he kept on tooting his horn (beep beep) Ill show him that a Cadillac is not a car to scorn Beep beep beep beep His horn went beep beep beep  (normal speed) My car went into passing gear And we took off with gust (whoosh) Soon we were going ninety Musta left him in the dust When I peeked in the mirror of my car I couldnt believe my eyes The little Nash Rambler was right behind Youd think that guy could fly Beep beep beep beep His horn went beep beep beep  (quickly) Now we were doing a hundred and ten This certainly was a race For a Rambler to pass a Caddy Would be a big disgrace The guy musta wanted to pass me up As he kept on tooting his horn (beep beep) Ill show him that a Cadillac is not a car to scorn Beep beep beep beep His horn went beep beep beep  (very quickly) Now were going a hundred twenty As fast as I can go The Rambler pulled along side of me As if we were going slow The fella rolled down his window And yelled for me to hear Hey buddy how do I get this car outa second gear?,1958
